employee_id,department,role,tenure_years,q_work_life_balance,q_manager_effectiveness,q_career_growth,overall_satisfaction,satisfaction_category,open_comment,composite_engagement_score,clean_comment,sentiment_score,average,balance,benefits,better,career,could,culture,excellent,experience,great,growth,happy,leadership,life,love,low,management,manager,much,need,normal,nothing,okay,place,poor,special,supportive,team,work,workload,workplace
EMP0015,Engineering,Individual Contributor,4.2,2.0,4.0,4.0,3.0,Medium,Could be better,3.33,could better,0.4404,0.0,0.0,0.0,0.6796872869771657,0.0,0.7335020053971357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0016,Engineering,Manager,5.5,3.0,5.0,2.0,4.0,High,Love my team,3.33,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0017,Engineering,Individual Contributor,0.5,1.0,4.0,5.0,3.0,Medium,Normal workplace,3.33,normal workplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
EMP0018,Sales,Individual Contributor,2.4,3.0,5.0,3.0,4.0,High,Happy with benefits,3.67,happy benefits,0.743,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0019,Sales,Manager,6.4,4.0,4.0,2.0,4.0,High,Great place to work,3.33,great place work,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.4564815025551967,0.0,0.0
EMP0020,Engineering,Individual Contributor,0.5,2.0,5.0,3.0,3.0,Medium,Normal workplace,3.33,normal workplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
EMP0021,Sales,Individual Contributor,4.9,3.0,4.0,4.0,4.0,High,Love my team,3.67,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0022,Engineering,Individual Contributor,0.5,2.0,4.0,2.0,3.0,Medium,Normal workplace,2.67,normal workplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
EMP0023,Engineering,Manager,5.4,3.0,3.0,2.0,3.0,Medium,Nothing special,2.67,nothing special,-0.3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0
EMP0024,Engineering,Director,3.9,3.0,4.0,3.0,4.0,High,Love my team,3.33,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0025,Sales,Manager,0.5,5.0,3.0,2.0,3.0,Medium,Nothing special,3.33,nothing special,-0.3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0
EMP0026,Marketing,Individual Contributor,7.5,4.0,3.0,5.0,4.0,High,Happy with benefits,4.0,happy benefits,0.743,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0027,Engineering,Manager,1.8,3.0,3.0,3.0,2.0,Low,No work life balance,3.0,work life balance,0.0,0.0,0.6514719728160262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6514719728160262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888039830948105,0.0,0.0
EMP0028,Sales,Manager,1.6,5.0,3.0,4.0,3.0,Medium,Average experience,4.0,average experience,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0029,Sales,Individual Contributor,4.6,4.0,5.0,3.0,4.0,High,Love my team,4.0,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0030,Engineering,Manager,7.4,4.0,5.0,2.0,4.0,High,Supportive manager,3.67,supportive manager,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0
EMP0031,Sales,Individual Contributor,1.0,3.0,5.0,3.0,4.0,High,Excellent culture,3.67,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0032,Engineering,Individual Contributor,4.2,3.0,3.0,4.0,3.0,Medium,Work is okay,3.33,work okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905363907748104,0.0,0.0,0.0,0.0,0.0,0.6124150674671031,0.0,0.0
EMP0033,Engineering,Individual Contributor,5.3,3.0,4.0,3.0,4.0,High,Love my team,3.33,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0034,HR,Individual Contributor,6.1,3.0,3.0,5.0,3.0,Medium,Could be better,3.67,could better,0.4404,0.0,0.0,0.0,0.6796872869771657,0.0,0.7335020053971357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0035,HR,Individual Contributor,4.5,3.0,3.0,4.0,2.0,Low,No work life balance,3.33,work life balance,0.0,0.0,0.6514719728160262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6514719728160262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888039830948105,0.0,0.0
EMP0036,Finance,Individual Contributor,2.9,3.0,3.0,4.0,4.0,High,Great place to work,3.33,great place work,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.4564815025551967,0.0,0.0
EMP0037,Engineering,Individual Contributor,1.5,2.0,5.0,3.0,3.0,Medium,Average experience,3.33,average experience,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0038,Engineering,Individual Contributor,4.3,2.0,3.0,2.0,2.0,Low,Low career growth,2.33,low career growth,0.128,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0039,Marketing,Individual Contributor,0.8,5.0,5.0,2.0,5.0,High,Great place to work,4.0,great place work,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.4564815025551967,0.0,0.0
EMP0040,Sales,Individual Contributor,0.5,3.0,4.0,3.0,3.0,Medium,Work is okay,3.33,work okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905363907748104,0.0,0.0,0.0,0.0,0.0,0.6124150674671031,0.0,0.0
EMP0041,Engineering,Individual Contributor,5.3,2.0,4.0,4.0,4.0,High,Excellent culture,3.33,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0042,Sales,Manager,6.7,4.0,2.0,1.0,3.0,Medium,Normal workplace,2.33,normal workplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
EMP0043,Engineering,Individual Contributor,0.5,2.0,5.0,3.0,3.0,Medium,Work is okay,3.33,work okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905363907748104,0.0,0.0,0.0,0.0,0.0,0.6124150674671031,0.0,0.0
EMP0044,HR,Individual Contributor,1.0,1.0,5.0,3.0,4.0,High,Great place to work,3.0,great place work,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.4564815025551967,0.0,0.0
EMP0045,Engineering,Manager,5.9,2.0,3.0,3.0,3.0,Medium,Nothing special,2.67,nothing special,-0.3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0
EMP0046,Marketing,Individual Contributor,10.2,4.0,5.0,5.0,5.0,High,Happy with benefits,4.67,happy benefits,0.743,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0047,Engineering,Individual Contributor,4.1,2.0,4.0,4.0,4.0,High,Great place to work,3.33,great place work,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291361688160004,0.0,0.0,0.0,0.0,0.4564815025551967,0.0,0.0
EMP0048,Sales,Individual Contributor,1.8,3.0,4.0,5.0,4.0,High,Supportive manager,4.0,supportive manager,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0
EMP0049,Sales,Manager,3.5,2.0,3.0,3.0,3.0,Medium,Average experience,2.67,average experience,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0050,Engineering,Individual Contributor,8.1,1.0,4.0,4.0,4.0,High,Happy with benefits,3.0,happy benefits,0.743,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0051,HR,Manager,2.1,3.0,5.0,5.0,4.0,High,Excellent culture,4.33,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0052,Marketing,Individual Contributor,1.6,2.0,4.0,5.0,3.0,Medium,Normal workplace,3.67,normal workplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476
EMP0053,HR,Manager,2.6,3.0,5.0,2.0,4.0,High,Excellent culture,3.33,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0054,Finance,Manager,1.1,3.0,3.0,3.0,4.0,High,Happy with benefits,3.0,happy benefits,0.743,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0055,Sales,Director,4.4,3.0,3.0,3.0,2.0,Low,Poor management,3.0,poor management,-0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0
EMP0056,HR,Individual Contributor,8.9,1.0,5.0,4.0,2.0,Low,Too much workload,3.33,much workload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0
EMP0057,Engineering,Manager,5.0,2.0,2.0,4.0,2.0,Low,Too much workload,2.67,much workload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0
EMP0058,Engineering,Individual Contributor,3.2,3.0,3.0,2.0,2.0,Low,Poor management,2.67,poor management,-0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0
EMP0059,Engineering,Individual Contributor,3.1,1.0,4.0,3.0,2.0,Low,No work life balance,2.67,work life balance,0.0,0.0,0.6514719728160262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6514719728160262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888039830948105,0.0,0.0
EMP0060,Engineering,Individual Contributor,0.5,3.0,4.0,1.0,3.0,Medium,Average experience,2.67,average experience,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0061,Engineering,Manager,6.6,4.0,4.0,5.0,4.0,High,Love my team,4.33,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0062,Engineering,Director,3.8,3.0,4.0,3.0,3.0,Medium,Average experience,3.33,average experience,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0063,Finance,Manager,3.5,4.0,4.0,3.0,4.0,High,Supportive manager,3.67,supportive manager,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0
EMP0064,Engineering,Individual Contributor,13.6,4.0,5.0,3.0,5.0,High,Excellent culture,4.0,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0065,Engineering,Individual Contributor,4.9,3.0,3.0,5.0,3.0,Medium,Nothing special,3.67,nothing special,-0.3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0
EMP0066,Sales,Individual Contributor,1.7,4.0,4.0,1.0,4.0,High,Excellent culture,3.0,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0067,Engineering,Individual Contributor,2.7,4.0,5.0,3.0,5.0,High,Love my team,4.0,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
EMP0068,Finance,Individual Contributor,7.4,5.0,5.0,3.0,5.0,High,Excellent culture,4.33,excellent culture,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP0069,Engineering,Individual Contributor,4.3,2.0,2.0,3.0,3.0,Medium,Work is okay,2.33,work okay,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7905363907748104,0.0,0.0,0.0,0.0,0.0,0.6124150674671031,0.0,0.0
EMP0070,HR,Individual Contributor,0.5,4.0,4.0,5.0,5.0,High,Love my team,4.33,love team,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
